date,ticker,recommendation,confidence,rsi,macd_signal,sentiment_score,sentiment_source,forward_return_5d,ibovespa_return_5d,beat_ibov
2026-04-22,PETR4,VENDER,1.0,52.4,bearish,0.4053,gdelt,4.1549,-4.2195,True
2026-04-22,VALE3,AGUARDAR,0.5,65.84,bullish,0.5382,gdelt,-8.92,-4.2195,False
2026-04-22,BBAS3,COMPRAR,1.0,51.94,bullish,0.5065,gdelt,-7.2222,-4.2195,False
2026-04-22,ITUB4,AGUARDAR,0.5,61.8,bullish,0.5432,gdelt,-4.7968,-4.2195,False
2026-04-23,PETR4,VENDER,1.0,53.89,bearish,0.395,gdelt,2.7423,-2.1215,True
2026-04-23,VALE3,AGUARDAR,0.5,57.51,bullish,0.5405,gdelt,-5.5717,-2.1215,False
2026-04-23,BBAS3,COMPRAR,1.0,42.33,bullish,0.5067,gdelt,-3.4348,-2.1215,False
2026-04-23,ITUB4,COMPRAR,1.0,51.95,bullish,0.5408,gdelt,-2.2408,-2.1215,False
2026-04-24,PETR4,VENDER,1.0,56.66,bearish,0.4099,gdelt,4.6226,-2.6973,True
2026-04-24,VALE3,AGUARDAR,0.5,55.15,bullish,0.5465,gdelt,-8.3964,-2.6973,False
2026-04-24,BBAS3,AGUARDAR,0.5,39.53,bearish,0.5231,gdelt,-3.4802,-2.6973,False
2026-04-24,ITUB4,COMPRAR,1.0,47.44,bullish,0.5323,gdelt,-4.3997,-2.6973,False
2026-04-27,PETR4,VENDER,1.0,54.38,bearish,0.4315,gdelt,2.7232,-1.4901,True
2026-04-27,VALE3,COMPRAR,1.0,54.91,bullish,0.5575,gdelt,-8.3158,-1.4901,False
2026-04-27,BBAS3,AGUARDAR,0.5,38.15,bearish,0.5276,gdelt,-2.6211,-1.4901,False
2026-04-27,ITUB4,VENDER,1.0,48.49,bearish,0.5357,gdelt,-3.4374,-1.4901,False
2026-04-28,PETR4,VENDER,1.0,54.6,bearish,0.4322,gdelt,-0.5261,-0.492,False
2026-04-28,VALE3,VENDER,1.0,52.57,bearish,0.5519,gdelt,-3.7445,-0.492,False
2026-04-28,BBAS3,AGUARDAR,0.5,35.44,bearish,0.5188,gdelt,-2.0852,-0.492,False
2026-04-28,ITUB4,AGUARDAR,0.5,44.78,bearish,0.5481,gdelt,-5.2209,-0.492,False
2026-04-29,PETR4,VENDER,1.0,54.97,bearish,0.4339,gdelt,-5.5964,-0.8292,False
2026-04-29,VALE3,VENDER,1.0,46.42,bearish,0.5513,gdelt,0.793,-0.8292,True
2026-04-29,BBAS3,AGUARDAR,0.5,35.25,bearish,0.5024,gdelt,-0.0921,-0.8292,True
2026-04-29,ITUB4,VENDER,1.0,45.11,bearish,0.5479,gdelt,-4.8118,-0.8292,False
2026-04-30,PETR4,VENDER,1.0,59.68,bearish,0.39,gdelt,-6.9478,-1.7137,False
2026-04-30,VALE3,AGUARDAR,0.5,35.45,bearish,0.5525,gdelt,-0.4681,-1.7137,True
2026-04-30,BBAS3,AGUARDAR,0.5,30.18,bearish,0.4686,gdelt,-1.846,-1.7137,False
2026-04-30,ITUB4,AGUARDAR,0.5,39.41,bearish,0.5391,gdelt,-4.4284,-1.7137,False
2026-05-04,PETR4,VENDER,1.0,60.48,bearish,0.4068,gdelt,-5.8979,-1.9887,False
2026-05-04,VALE3,AGUARDAR,0.5,41.28,bearish,0.5323,gdelt,6.0895,-1.9887,True
2026-05-04,BBAS3,AGUARDAR,0.5,35.71,bearish,0.4614,gdelt,-1.6887,-1.9887,True
2026-05-04,ITUB4,AGUARDAR,0.5,39.86,bearish,0.5453,gdelt,-4.8821,-1.9887,False
2026-05-05,PETR4,VENDER,1.0,60.93,bearish,0.4274,gdelt,-6.1241,-3.4334,False
2026-05-05,VALE3,AGUARDAR,0.5,34.75,bearish,0.5114,gdelt,6.1998,-3.4334,True
2026-05-05,BBAS3,AGUARDAR,0.5,33.63,bearish,0.4555,gdelt,-2.7372,-3.4334,True
2026-05-05,ITUB4,AGUARDAR,0.5,38.75,bearish,0.5461,gdelt,-6.0999,-3.4334,False
2026-05-06,PETR4,VENDER,1.0,57.37,bearish,0.4316,gdelt,-5.7119,-5.6439,False
2026-05-06,VALE3,AGUARDAR,0.5,35.01,bearish,0.5084,gdelt,3.7794,-5.6439,True
2026-05-06,BBAS3,AGUARDAR,0.5,34.48,bearish,0.4615,gdelt,-5.9357,-5.6439,False
2026-05-06,ITUB4,AGUARDAR,0.5,39.71,bearish,0.5574,gdelt,-5.146,-5.6439,True
2026-05-07,PETR4,VENDER,1.0,51.36,bearish,0.4446,gdelt,-2.6396,-2.6482,True
2026-05-07,VALE3,VENDER,1.0,45.38,bearish,0.5107,gdelt,3.4969,-2.6482,True
2026-05-07,BBAS3,AGUARDAR,0.5,37.94,bearish,0.4786,gdelt,-4.2877,-2.6482,False
2026-05-07,ITUB4,AGUARDAR,0.5,36.78,bearish,0.5667,gdelt,-0.9561,-2.6482,True
2026-05-08,PETR4,VENDER,1.0,46.31,bearish,0.4494,gdelt,-0.4379,-3.7065,True
2026-05-08,VALE3,AGUARDAR,0.5,41.72,bearish,0.5139,gdelt,3.3416,-3.7065,True
2026-05-08,BBAS3,AGUARDAR,0.5,33.66,bearish,0.4834,gdelt,-5.0459,-3.7065,False
2026-05-08,ITUB4,AGUARDAR,0.5,30.12,bearish,0.5716,gdelt,-3.7809,-3.7065,False
2026-05-11,PETR4,AGUARDAR,0.5,44.74,bearish,0.4331,gdelt,0.0215,-2.7118,True
2026-05-11,VALE3,VENDER,1.0,45.71,bearish,0.5267,gdelt,-1.9413,-2.7118,True
2026-05-11,BBAS3,AGUARDAR,0.5,35.6,bearish,0.5831,gdelt,-5.1996,-2.7118,False
2026-05-11,ITUB4,AGUARDAR,0.5,35.53,bearish,0.5595,gdelt,-1.7605,-2.7118,True
2026-05-12,PETR4,VENDER,1.0,46.99,bearish,0.4537,gdelt,0.8975,-3.3619,True
2026-05-12,VALE3,VENDER,1.0,50.84,bearish,0.5256,gdelt,-2.6787,-3.3619,True
2026-05-12,BBAS3,COMPRAR,0.67,36.24,bearish,0.6173,gdelt,-5.1126,-3.3619,False
2026-05-12,ITUB4,COMPRAR,0.67,29.4,bearish,0.5539,gdelt,-2.7339,-3.3619,True
2026-05-13,PETR4,AGUARDAR,0.5,44.49,bearish,0.4552,gdelt,0.0673,0.1457,False
2026-05-13,VALE3,VENDER,1.0,49.65,bearish,0.524,gdelt,-2.7284,0.1457,False
2026-05-13,BBAS3,COMPRAR,0.67,30.5,bearish,0.6173,gdelt,-0.289,0.1457,False
2026-05-13,ITUB4,COMPRAR,0.67,28.2,bearish,0.5555,gdelt,0.1009,0.1457,False
2026-05-14,PETR4,AGUARDAR,0.5,40.7,bearish,0.4588,gdelt,-0.1111,-0.4014,True
2026-05-14,VALE3,COMPRAR,1.0,51.95,bullish,0.5247,gdelt,-0.2896,-0.4014,True
2026-05-14,BBAS3,COMPRAR,0.75,28.66,bearish,0.6161,gdelt,0.289,-0.4014,True
2026-05-14,ITUB4,COMPRAR,0.67,28.03,bearish,0.5556,gdelt,-0.6931,-0.4014,False
2026-05-15,PETR4,AGUARDAR,0.5,43.25,bearish,0.4669,gdelt,-2.1773,-0.6058,False
2026-05-15,VALE3,COMPRAR,1.0,49.39,bullish,0.5249,gdelt,-0.479,-0.6058,True
2026-05-15,BBAS3,COMPRAR,0.67,29.43,bearish,0.586,gdelt,1.1594,-0.6058,True
2026-05-15,ITUB4,AGUARDAR,0.5,35.43,bearish,0.5502,gdelt,-0.6801,-0.6058,False
2026-05-18,PETR4,VENDER,1.0,45.67,bearish,0.4367,gdelt,-6.5461,0.2164,False
2026-05-18,VALE3,COMPRAR,1.0,51.15,bullish,0.525,gdelt,2.1508,0.2164,True
2026-05-18,BBAS3,COMPRAR,0.67,29.0,bearish,0.4887,gdelt,6.0235,0.2164,True
2026-05-18,ITUB4,AGUARDAR,0.5,32.42,bearish,0.5319,gdelt,1.7668,0.2164,True
2026-05-19,PETR4,VENDER,1.0,50.36,bearish,0.4343,gdelt,-5.7496,1.3255,False
2026-05-19,VALE3,COMPRAR,1.0,46.53,bullish,0.532,gdelt,2.5302,1.3255,True
2026-05-19,BBAS3,COMPRAR,0.67,27.02,bearish,0.5097,gdelt,4.35,1.3255,True
2026-05-19,ITUB4,AGUARDAR,0.5,32.08,bearish,0.5298,gdelt,3.3007,1.3255,True
2026-05-20,PETR4,VENDER,1.0,48.37,bearish,0.4258,gdelt,-3.991,-0.9089,False
2026-05-20,VALE3,VENDER,1.0,46.27,bearish,0.5431,gdelt,1.7683,-0.9089,True
2026-05-20,BBAS3,COMPRAR,0.67,25.4,bearish,0.5255,gdelt,1.7874,-0.9089,True
2026-05-20,ITUB4,COMPRAR,0.67,28.89,bearish,0.5326,gdelt,1.6385,-0.9089,True
2026-05-21,PETR4,AGUARDAR,0.5,42.44,bearish,0.4279,gdelt,-5.4283,-1.4562,False
2026-05-21,VALE3,VENDER,1.0,47.87,bearish,0.5469,gdelt,1.6096,-1.4562,True
2026-05-21,BBAS3,AGUARDAR,0.5,32.23,bearish,0.5163,gdelt,-1.0086,-1.4562,True
2026-05-21,ITUB4,AGUARDAR,0.5,34.41,bearish,0.5453,gdelt,-0.2991,-1.4562,True
2026-05-22,PETR4,AGUARDAR,0.5,44.56,bearish,0.4131,gdelt,-5.5755,-1.3745,False
2026-05-22,VALE3,COMPRAR,1.0,49.68,bullish,0.5487,gdelt,-0.3369,-1.3745,True
2026-05-22,BBAS3,AGUARDAR,0.5,35.9,bearish,0.5514,gdelt,-3.0564,-1.3745,False
2026-05-22,ITUB4,AGUARDAR,0.5,40.17,bearish,0.5512,gdelt,1.547,-1.3745,True
2026-05-25,PETR4,AGUARDAR,0.5,41.75,bearish,0.4264,gdelt,-2.3733,-2.9099,True
2026-05-25,VALE3,COMPRAR,1.0,52.06,bullish,0.5376,gdelt,-2.261,-2.9099,True
2026-05-25,BBAS3,COMPRAR,1.0,37.78,bullish,0.5555,gdelt,-7.2517,-2.9099,False
2026-05-25,ITUB4,AGUARDAR,0.5,35.65,bearish,0.5295,gdelt,-2.3366,-2.9099,True
2026-05-26,PETR4,AGUARDAR,0.5,37.66,bearish,0.4571,gdelt,-2.695,-1.354,False
2026-05-26,VALE3,COMPRAR,1.0,52.02,bullish,0.5379,gdelt,2.3233,-1.354,True
2026-05-26,BBAS3,COMPRAR,1.0,46.69,bullish,0.5489,gdelt,-5.1117,-1.354,False
2026-05-26,ITUB4,AGUARDAR,0.5,42.57,bearish,0.5264,gdelt,-1.2033,-1.354,True
2026-05-27,PETR4,AGUARDAR,0.5,37.7,bearish,0.4344,gdelt,-2.0459,-3.08,True
2026-05-27,VALE3,COMPRAR,1.0,50.23,bullish,0.5421,gdelt,-1.9892,-3.08,True
2026-05-27,BBAS3,COMPRAR,1.0,40.99,bullish,0.5386,gdelt,-6.6523,-3.08,False
2026-05-27,ITUB4,COMPRAR,1.0,40.59,bullish,0.5346,gdelt,-3.9246,-3.08,False
2026-05-28,PETR4,AGUARDAR,0.5,37.36,bearish,0.4378,gdelt,-2.1927,-3.4525,True
2026-05-28,VALE3,COMPRAR,1.0,51.81,bullish,0.5433,gdelt,-6.2649,-3.4525,False
2026-05-28,BBAS3,COMPRAR,1.0,41.13,bullish,0.5274,gdelt,-6.3279,-3.4525,False
2026-05-28,ITUB4,COMPRAR,1.0,42.57,bullish,0.5395,gdelt,-2.8809,-3.4525,True
2026-05-29,PETR4,AGUARDAR,0.5,34.17,bearish,0.4461,gdelt,-0.2061,-2.9455,True
2026-05-29,VALE3,COMPRAR,1.0,51.52,bullish,0.5426,gdelt,-5.7353,-2.9455,False
2026-05-29,BBAS3,COMPRAR,1.0,35.24,bullish,0.5191,gdelt,-5.2447,-2.9455,False
2026-05-29,ITUB4,COMPRAR,1.0,40.21,bullish,0.5437,gdelt,-3.7525,-2.9455,False
2026-06-01,PETR4,AGUARDAR,0.5,32.18,bearish,0.4784,gdelt,-1.1976,-1.385,True
2026-06-01,VALE3,COMPRAR,1.0,49.29,bullish,0.5404,gdelt,-3.9168,-1.385,False
2026-06-01,BBAS3,COMPRAR,1.0,34.61,bullish,0.4699,gdelt,-4.1564,-1.385,False
2026-06-01,ITUB4,COMPRAR,1.0,42.81,bullish,0.5327,gdelt,-0.3557,-1.385,True
2026-06-02,PETR4,AGUARDAR,0.5,35.4,bearish,0.4739,gdelt,0.1925,-3.2027,True
2026-06-02,VALE3,AGUARDAR,0.5,44.11,bearish,0.5352,gdelt,-8.5882,-3.2027,False
2026-06-02,BBAS3,COMPRAR,1.0,31.22,bullish,0.4663,gdelt,-4.4746,-3.2027,False
2026-06-02,ITUB4,COMPRAR,1.0,36.81,bullish,0.5352,gdelt,-0.5056,-3.2027,True
2026-06-03,PETR4,AGUARDAR,0.5,36.51,bearish,0.4715,gdelt,1.2364,0.6845,True
2026-06-03,VALE3,AGUARDAR,0.5,55.37,bullish,0.5338,gdelt,-3.6557,0.6845,False
2026-06-03,BBAS3,COMPRAR,1.0,31.72,bullish,0.4765,gdelt,-0.6144,0.6845,False
2026-06-03,ITUB4,COMPRAR,1.0,39.42,bullish,0.54,gdelt,4.5971,0.6845,True
2026-06-05,PETR4,AGUARDAR,0.5,32.99,bearish,0.46,gdelt,0.7092,1.2507,False
2026-06-05,VALE3,VENDER,1.0,47.48,bearish,0.5342,gdelt,0.5972,1.2507,False
2026-06-05,BBAS3,AGUARDAR,0.5,30.53,bearish,0.4925,gdelt,1.5128,1.2507,True
2026-06-05,ITUB4,COMPRAR,1.0,36.3,bullish,0.5476,gdelt,4.5583,1.2507,True
2026-06-08,PETR4,AGUARDAR,0.5,34.32,bearish,0.4165,gdelt,-5.2402,1.0352,False
2026-06-08,VALE3,AGUARDAR,0.5,39.3,bearish,0.5454,gdelt,3.958,1.0352,True
2026-06-08,BBAS3,COMPRAR,0.67,27.13,bearish,0.5544,gdelt,1.5183,1.0352,True
2026-06-08,ITUB4,COMPRAR,1.0,36.43,bullish,0.5464,gdelt,4.8806,1.0352,True
2026-06-09,PETR4,AGUARDAR,0.5,34.69,bearish,0.4053,gdelt,-6.3881,-0.0966,False
2026-06-09,VALE3,AGUARDAR,0.5,38.05,bearish,0.5467,gdelt,3.7452,-0.0966,True
2026-06-09,BBAS3,COMPRAR,0.67,24.71,bearish,0.5505,gdelt,1.5175,-0.0966,True
2026-06-09,ITUB4,AGUARDAR,0.5,33.5,bearish,0.5443,gdelt,3.1362,-0.0966,True
2026-06-10,PETR4,AGUARDAR,0.5,33.87,bearish,0.4154,gdelt,-7.395,-0.0979,False
2026-06-10,VALE3,AGUARDAR,0.5,39.38,bearish,0.5435,gdelt,2.677,-0.0979,True
2026-06-10,BBAS3,COMPRAR,0.67,25.67,bearish,0.5419,gdelt,2.1579,-0.0979,True
2026-06-10,ITUB4,COMPRAR,1.0,41.05,bullish,0.5589,gdelt,3.6585,-0.0979,True
2026-06-11,PETR4,AGUARDAR,0.5,40.3,bearish,0.4126,gdelt,-6.9684,-1.877,False
2026-06-11,VALE3,AGUARDAR,0.5,38.3,bearish,0.5449,gdelt,1.4467,-1.877,True
2026-06-11,BBAS3,COMPRAR,0.67,26.05,bearish,0.5324,gdelt,0.6182,-1.877,True
2026-06-11,ITUB4,COMPRAR,1.0,43.56,bullish,0.5695,gdelt,-0.0247,-1.877,True
2026-06-12,PETR4,COMPRAR,1.0,40.26,bullish,0.4312,gdelt,-5.7795,-1.4942,False
2026-06-12,VALE3,AGUARDAR,0.5,41.9,bearish,0.5409,gdelt,1.9957,-1.4942,True
2026-06-12,BBAS3,AGUARDAR,0.5,33.61,bearish,0.5594,gdelt,-0.2055,-1.4942,True
2026-06-12,ITUB4,COMPRAR,1.0,51.38,bullish,0.5775,gdelt,-0.9124,-1.4942,True
2026-06-15,PETR4,COMPRAR,1.0,37.03,bullish,0.4739,gdelt,0.2816,-0.0264,True
2026-06-15,VALE3,AGUARDAR,0.5,42.3,bearish,0.5492,gdelt,-0.308,-0.0264,False
2026-06-15,BBAS3,AGUARDAR,0.5,34.53,bearish,0.5481,gdelt,0.9799,-0.0264,True
2026-06-15,ITUB4,COMPRAR,1.0,51.91,bullish,0.5529,gdelt,2.2505,-0.0264,True
2026-06-16,PETR4,COMPRAR,0.67,26.8,bearish,0.4801,gdelt,2.0498,0.949,True
2026-06-16,VALE3,VENDER,1.0,49.41,bearish,0.5526,gdelt,-2.5295,0.949,False
2026-06-16,BBAS3,COMPRAR,1.0,34.63,bullish,0.4745,gdelt,2.3711,0.949,True
2026-06-16,ITUB4,COMPRAR,1.0,51.3,bullish,0.5368,gdelt,2.3985,0.949,True
2026-06-17,PETR4,COMPRAR,0.67,24.69,bearish,0.4787,gdelt,-0.7259,1.2185,False
2026-06-17,VALE3,VENDER,1.0,49.96,bearish,0.5508,gdelt,-2.5696,1.2185,False
2026-06-17,BBAS3,COMPRAR,1.0,33.98,bullish,0.4671,gdelt,1.6486,1.2185,True
2026-06-17,ITUB4,COMPRAR,1.0,50.28,bullish,0.5424,gdelt,1.3222,1.2185,True
2026-06-18,PETR4,COMPRAR,0.67,26.18,bearish,0.4764,gdelt,,,
2026-06-18,VALE3,VENDER,1.0,46.71,bearish,0.5521,gdelt,,,
2026-06-18,BBAS3,COMPRAR,1.0,37.47,bullish,0.4578,gdelt,,,
2026-06-18,ITUB4,AGUARDAR,0.5,55.84,bullish,0.5482,gdelt,,,
2026-06-19,PETR4,AGUARDAR,0.5,30.31,bearish,0.4808,gdelt,,,
2026-06-19,VALE3,VENDER,1.0,46.46,bearish,0.5496,gdelt,,,
2026-06-19,BBAS3,COMPRAR,1.0,36.7,bullish,0.4516,gdelt,,,
2026-06-19,ITUB4,COMPRAR,1.0,50.84,bullish,0.5497,gdelt,,,
2026-06-22,PETR4,COMPRAR,0.67,28.37,bearish,0.4707,gdelt,,,
2026-06-22,VALE3,COMPRAR,1.0,49.7,bullish,0.5374,gdelt,,,
2026-06-22,BBAS3,COMPRAR,1.0,36.81,bullish,0.5109,gdelt,,,
2026-06-22,ITUB4,COMPRAR,1.0,49.75,bullish,0.56,gdelt,,,
2026-06-23,PETR4,AGUARDAR,0.5,32.7,bearish,0.4719,gdelt,,,
2026-06-23,VALE3,COMPRAR,1.0,48.99,bullish,0.5408,gdelt,,,
2026-06-23,BBAS3,COMPRAR,1.0,37.78,bullish,0.5231,gdelt,,,
2026-06-23,ITUB4,AGUARDAR,0.5,55.75,bullish,0.5669,gdelt,,,
2026-06-24,PETR4,AGUARDAR,0.5,35.78,bearish,0.469,gdelt,,,
2026-06-24,VALE3,COMPRAR,1.0,44.44,bullish,0.5445,gdelt,,,
2026-06-24,BBAS3,COMPRAR,1.0,45.15,bullish,0.5217,gdelt,,,
2026-06-24,ITUB4,AGUARDAR,0.5,57.65,bullish,0.5738,gdelt,,,
